gene,log2FoldChange,padj,status
ESF1,0.490209461067164,1,Not significant
MRPS10,0.490060827298508,1,Not significant
C1orf174,0.490043286671642,1,Not significant
CPB1,-0.489882477820895,1,Not significant
RECQL,0.489847857347015,1,Not significant
PPY,-0.489553298783582,1,Not significant
PSMD1,0.489448834843283,1,Not significant
FBXL6,0.488921333671642,1,Not significant
DNAJA1,0.48807863313806,1,Not significant
COPB1,0.487417485063433,1,Not significant
YTHDF1,0.487271081164179,1,Not significant
MYB,0.487268705070896,1,Not significant
CLEC2B,0.486902355380597,1,Not significant
MECOM,-0.486659640415423,1,Not significant
MREG,0.486583381365672,1,Not significant
HMOX1,0.486285660380597,1,Not significant
SQLE,0.486280422723881,1,Not significant
PPRC1,0.486185311335821,1,Not significant
TMC6,0.486101086175373,1,Not significant
DUSP14,0.486097647477612,1,Not significant
CCR1,0.486053694929105,1,Not significant
PSMA3,0.486034347447761,1,Not significant
ETFDH,-0.48577426202612,1,Not significant
MFHAS1,0.485752584171642,1,Not significant
CCL20,0.485527466261194,1,Not significant
PTRF,0.485473218373134,1,Not significant
PANK2,0.484831372447761,1,Not significant
VEGFC,0.484714574119403,1,Not significant
HIST1H2BH,0.48470107808209,1,Not significant
PDGFRL,0.484693607925373,1,Not significant
EPHB6,-0.484508087955224,1,Not significant
SUSD4,-0.48415640477612,1,Not significant
C10orf10,0.483808913578358,1,Not significant
ACO1,-0.483555678141792,1,Not significant
GMNN,0.483281163761194,1,Not significant
TSPAN4,0.482952162208955,1,Not significant
NFIL3,0.48273284761194,1,Not significant
STX4,0.482692770858209,1,Not significant
CST2,0.482517551462686,1,Not significant
HJURP,0.482332979768657,1,Not significant
FCGR3B,0.481923370410448,1,Not significant
RASAL1,-0.48185398261194,1,Not significant
CHST1,0.481795636485075,1,Not significant
MYH10,0.481671013843283,1,Not significant
PRPF3,0.481153825455224,1,Not significant
SHC1,0.481064120347015,1,Not significant
PRSS21,0.480969236492537,1,Not significant
TLR2,0.480824896649254,1,Not significant
CYP1B1,0.480762111539179,1,Not significant
CTGF,0.480529291052239,1,Not significant
PTGER3,-0.48005389628209,1,Not significant
LEPRE1,0.479860620932836,1,Not significant
GRAMD1C,-0.479696689365672,1,Not significant
C8orf33,0.479563322507463,1,Not significant
PER2,-0.479432551582089,1,Not significant
SIM2,-0.479302828955224,1,Not significant
SNRPB2,0.479235379932836,1,Not significant
CCL25,-0.479077758373134,1,Not significant
FMR1,0.478910928600746,1,Not significant
GABARAPL1,-0.47883953975,1,Not significant
PHYH,-0.478822830634328,1,Not significant
BCL2L14,-0.478722222126866,1,Not significant
NAA60,-0.478682737201493,1,Not significant
HEG1,0.47854785958209,1,Not significant
CARM1,0.477916026410448,1,Not significant
GNPDA1,0.477910009679104,1,Not significant
GREM2,-0.477783045902985,1,Not significant
CAP1,0.477737219156716,1,Not significant
ZNF12,0.477673300835821,1,Not significant
CRNKL1,0.477565100753731,1,Not significant
CCL11,-0.477277504791045,1,Not significant
AURKA,0.477004972721393,1,Not significant
GMDS,-0.476881410820895,1,Not significant
PTDSS1,0.476843348843284,1,Not significant
MAP3K5,-0.476702612320896,1,Not significant
NRAS,0.476527534373134,1,Not significant
PGPEP1,-0.476033069425373,1,Not significant
GNG10,0.47578743719403,1,Not significant
RPS21,0.475701367802239,1,Not significant
TGIF2,0.475461559742537,1,Not significant
GSTM5,-0.475411039149254,1,Not significant
PERP,0.475345546007463,1,Not significant
ITGAV,0.475238923007463,1,Not significant
EHBP1L1,0.475153992395523,1,Not significant
SLC13A3,-0.474779482649254,1,Not significant
PLA2G1B,-0.474479841597015,1,Not significant
EFR3A,0.474440474652985,1,Not significant
QSOX1,-0.474024322507463,1,Not significant
UFD1L,0.473459386425374,1,Not significant
MFSD1,0.473392426738806,1,Not significant
TMEM126B,0.473269472149254,1,Not significant
ARHGEF40,0.473243373559701,1,Not significant
PLSCR4,0.473181575641791,1,Not significant
SNHG17,0.473145348470149,1,Not significant
CHORDC1,0.473116125597015,1,Not significant
RTN4,0.472937356432839,1,Not significant
RASSF2,0.472460298634329,1,Not significant
PLP2,0.472324435208955,1,Not significant
PGK1,0.472087882817164,1,Not significant
VBP1,0.472052739880597,1,Not significant
WASF3,-0.471959334604478,1,Not significant
TFB2M,0.471675005813433,1,Not significant
LHPP,-0.471578826283582,1,Not significant
HTR3B,-0.471551695820896,1,Not significant
SYBU,-0.471443358761194,1,Not significant
VNN2,-0.471251406492537,1,Not significant
FANCG,0.471226791313433,1,Not significant
DYNLT1,0.471171276380597,1,Not significant
RAB23,0.470638883522388,1,Not significant
GTF2IRD2B,-0.470183639828358,1,Not significant
PBXIP1,-0.469973497895523,1,Not significant
GRIP2,-0.469823497858209,1,Not significant
TBC1D31,0.469519322873135,1,Not significant
LOC440434,0.469370861604478,1,Not significant
SKAP2,0.469188203235075,1,Not significant
PDK4,-0.469111709664179,1,Not significant
ARRB1,-0.46895448536194,1,Not significant
RUVBL2,0.468830115798508,1,Not significant
LTBP1,0.468782516981343,1,Not significant
CCDC68,-0.468692110156716,1,Not significant
HMGA2,0.468569471537314,1,Not significant
ARFGAP1,0.468547137902985,1,Not significant
MYL6B,0.468172518828358,1,Not significant
PSD3,-0.468075158111941,1,Not significant
RAB22A,0.4680105,1,Not significant
ELMO3,-0.467906576477612,1,Not significant
LAMP5,0.467237209514925,1,Not significant
APOA4,-0.467008296126865,1,Not significant
ESPL1,0.466501727865672,1,Not significant
SMPDL3B,-0.465963442104478,1,Not significant
SMARCE1,0.465790051701493,1,Not significant
YY1AP1,0.465784385402985,1,Not significant
CHN1,0.465722160671642,1,Not significant
TXN,0.465545822350746,1,Not significant
VSIG4,0.4654026915,1,Not significant
RCN3,0.465397562951493,1,Not significant
CENPE,0.465219885231343,1,Not significant
C3orf14,0.465133397738806,1,Not significant
BZRAP1,-0.464830504537313,1,Not significant
TRIP10,0.464056722679105,1,Not significant
PDE8B,-0.463863708440299,1,Not significant
APOBEC1,-0.463684313768657,1,Not significant
AMHR2,-0.463646649746269,1,Not significant
POLR1C,0.463611684917911,1,Not significant
MICB,0.463347996985075,1,Not significant
PRSS16,-0.463318590432835,1,Not significant
CALU,0.463316467270522,1,Not significant
SOX21,-0.463269918261194,1,Not significant
NACC2,0.463254633492538,1,Not significant
KIF18B,0.463222151858209,1,Not significant
ARL4C,0.462984963983209,1,Not significant
EFEMP2,0.462923912343284,1,Not significant
MCCC1,-0.462757749858209,1,Not significant
HNRNPF,0.462665446350746,1,Not significant
PDCD5,0.462661438641791,1,Not significant
PIGT,0.462638976231343,1,Not significant
PTGS2,0.4626197325,1,Not significant
ABCC10,0.462612991619403,1,Not significant
MRPL13,0.462499677970149,1,Not significant
ARHGDIG,-0.462081338865672,1,Not significant
TXNDC9,0.462079444798508,1,Not significant
GAR1,0.461874847791045,1,Not significant
EFEMP1,0.461851239731343,1,Not significant
KCNK2,-0.461696881149254,1,Not significant
TCEB3,-0.461672522771144,1,Not significant
LOC100289473,-0.461024109,1,Not significant
CLSTN1,0.460487113671642,1,Not significant
TIMP2,0.460280487432836,1,Not significant
MTDH,0.460245671256218,1,Not significant
NR2F2,-0.460053718466418,1,Not significant
PPP2R3A,-0.46001899668408,1,Not significant
ADIRF,-0.459896783537314,1,Not significant
FTL,0.459769004813433,1,Not significant
MRPS28,0.459505641089552,1,Not significant
ANXA3,-0.459229496477612,1,Not significant
ME3,-0.459100475925373,1,Not significant
BHMT,-0.458903552477612,1,Not significant
ITGB1BP1,0.458778165473881,1,Not significant
RAX,-0.458377947955224,1,Not significant
MISP,0.458104446820896,1,Not significant
GNL2,0.45770055830597,1,Not significant
RNF114,0.457492491012438,1,Not significant
SPINK2,-0.457470258141791,1,Not significant
TMEM123,0.4568795285,1,Not significant
GPC3,0.456825501022388,1,Not significant
PRPF19,0.456591608932836,1,Not significant
ELL2,-0.456551562895523,1,Not significant
OTC,-0.456483448186567,1,Not significant
DAZAP1,0.456184067462687,1,Not significant
GMFB,0.456067966675373,1,Not significant
INPP5J,-0.455892757940298,1,Not significant
CD151,0.455875795552239,1,Not significant
ACSF2,-0.454706201007463,1,Not significant
RRM1,0.454689016156716,1,Not significant
ARPC3,0.454392606985075,1,Not significant
ENDOG,-0.454302698149253,1,Not significant
PLXDC1,0.454206818992538,1,Not significant
LIG1,0.454025683298508,1,Not significant
IRF3,0.453939168395522,1,Not significant
UBE2L6,0.453738576335821,1,Not significant
FICD,-0.453670024074627,1,Not significant
PMM1,-0.453558409634329,1,Not significant
GGTLC2,-0.453504821671642,1,Not significant
SRM,0.453206532231343,1,Not significant
PSMD10,0.452900555977612,1,Not significant
SLC12A2,-0.452833440850747,1,Not significant
NEK7,0.4528330185,1,Not significant
MRPL3,0.452780055626866,1,Not significant
GSTZ1,-0.45251794958209,1,Not significant
EMP1,0.452498725800995,1,Not significant
RSAD2,0.452208236037313,1,Not significant
SMC2,0.452102164373134,1,Not significant
RPL12,0.452071397052239,1,Not significant
FSCN3,-0.451957687589552,1,Not significant
GSTA3,-0.451941120373134,1,Not significant
APOA1,-0.451769563764925,1,Not significant
MAGI1,-0.451606920808457,1,Not significant
PIP5K1B,-0.451188356936567,1,Not significant
USP1,0.450814218145522,1,Not significant
BTNL8,-0.450449174358209,1,Not significant
ZNF544,0.450297061231343,1,Not significant
SEPW1,0.450132038880597,1,Not significant
DCLRE1C,0.450061420473881,1,Not significant
ACADS,-0.450054205074627,1,Not significant
TRRAP,0.449952438899254,1,Not significant
SERPINA1,0.4498504905199,1,Not significant
CDK4,0.449702661895522,1,Not significant
POP7,0.449530776373134,1,Not significant
DSP,-0.44949769361194,1,Not significant
NAA15,0.449445443604478,1,Not significant
RBM12,0.449364079985075,1,Not significant
BMP2,-0.449205503623134,1,Not significant
HS2ST1,0.449176286584578,1,Not significant
SOX4,0.448983680019403,1,Not significant
ENAH,-0.448679140843283,1,Not significant
REXO2,0.448208691955224,1,Not significant
COBL,-0.447692046701493,1,Not significant
PAXIP1,0.447620358873134,1,Not significant
ADO,0.44750050180597,1,Not significant
HILPDA,0.447468691970149,1,Not significant
SAE1,0.447440397641791,1,Not significant
STK38L,0.44711151788806,1,Not significant
BCKDHA,-0.447052656746268,1,Not significant
CDCA4,0.446825584746269,1,Not significant
HNRNPR,0.446456330518657,1,Not significant
SET,0.44638522561194,1,Not significant
ATP5A1,-0.446229630455224,1,Not significant
STIP1,0.446126348746269,1,Not significant
GLO1,0.446093061880597,1,Not significant
UQCRC1,-0.445948298791045,1,Not significant
H2AFY,0.44585579236816,1,Not significant
RPP25,0.445492697880597,1,Not significant
APOC3,-0.445372553559702,1,Not significant
MCAM,0.445355352291045,1,Not significant
HPSE2,-0.445132152134328,1,Not significant
FXYD1,-0.444818355947761,1,Not significant
ARC,-0.444814345455224,1,Not significant
MMP26,-0.444792708641791,1,Not significant
PRCC,0.444725644358209,1,Not significant
MRPL9,0.444698432645523,1,Not significant
ITGA8,-0.444640985641791,1,Not significant
S100A8,0.444391704264925,1,Not significant
RALA,0.444033164686567,1,Not significant
ASCC2,-0.443801788216418,1,Not significant
GMCL1,0.443681561880597,1,Not significant
CNP,0.443621363149254,1,Not significant
UPK1B,-0.44354383216791,1,Not significant
ALDH3A2,-0.443513261791045,1,Not significant
HLA-DQA1,0.443420608791045,1,Not significant
IL13RA1,0.443394184453358,1,Not significant
EED,0.443296133343284,1,Not significant
DNAJC9,0.443258328070895,1,Not significant
FOXA2,-0.443042160293532,1,Not significant
PPP1R3C,-0.442442072037313,1,Not significant
DYNLT3,0.441833578597015,1,Not significant
LRRC32,0.441370902559702,1,Not significant
FAHD2A,-0.441256357432836,1,Not significant
NBL1,0.44112725891791,1,Not significant
LRIG1,-0.441069380858209,1,Not significant
LARP6,-0.440895622134328,1,Not significant
DNAJC22,-0.440865964485074,1,Not significant
PKD2,0.440798937694029,1,Not significant
PICK1,-0.440682592283582,1,Not significant
RBP1,0.440652093641791,1,Not significant
CHKA,-0.440359308578358,1,Not significant
ACTB,0.440240743929851,1,Not significant
UBA3,0.440147955514925,1,Not significant
NPY,-0.440146935305971,1,Not significant
PLEC,0.440084656914179,1,Not significant
GMFG,0.43994472338806,1,Not significant
IFT57,0.439290704567164,1,Not significant
LYPLA1,0.438956510063433,1,Not significant
MYO1D,0.438921813798507,1,Not significant
TRPA1,-0.438652880436567,1,Not significant
NT5M,-0.438429792626866,1,Not significant
PSMB7,0.438264437447761,1,Not significant
EMC8,0.438250847746269,1,Not significant
SETBP1,-0.437365812089552,1,Not significant
PPP2R5E,0.437216284559701,1,Not significant
DDX27,0.437202550507462,1,Not significant
MIA3,-0.436758634705224,1,Not significant
GBA3,-0.436256914201493,1,Not significant
ENO2,0.435944076619403,1,Not significant
LPAR6,0.43591051069403,1,Not significant
ATF3,-0.435896444059702,1,Not significant
PDLIM3,0.435735797294776,1,Not significant
IL10RA,0.43567082780597,1,Not significant
SIRPA,0.435468954492538,1,Not significant
RPL26L1,0.434847462835821,1,Not significant
QPRT,0.434706271380597,1,Not significant
DCP2,0.434327138947761,1,Not significant
PAK3,-0.434160805313433,1,Not significant
LMBRD1,-0.433781407567164,1,Not significant
PLXNA3,0.433699853,1,Not significant
IRF6,-0.433610352149253,1,Not significant
ACTR2,0.433591144815921,1,Not significant
SLC4A2,-0.433072636522388,1,Not significant
CCNB1IP1,0.433072507686567,1,Not significant
TPPP3,0.432879800947761,1,Not significant
VAV3,-0.432819854626866,1,Not significant
FXYD3,-0.43275239383209,1,Not significant
PKIG,0.432658578791045,1,Not significant
BTNL3,-0.432351684231343,1,Not significant
RAP2C,0.432336730686567,1,Not significant
AMT,-0.432317977402985,1,Not significant
ZG16,-0.432255498574627,1,Not significant
FUT8,-0.431237294216418,1,Not significant
MTHFD2,0.430917309291045,1,Not significant
MFSD10,0.430729600462686,1,Not significant
LPHN3,-0.430683214835821,1,Not significant
PTK7,0.430566376641791,1,Not significant
TRMT112,0.429976365328358,1,Not significant
NONO,0.4299205470796,1,Not significant
ATP1A1,0.429738268597015,1,Not significant
PLXNC1,0.429702627004976,1,Not significant
MICAL1,0.429681147589552,1,Not significant
REC8,-0.429632234626866,1,Not significant
FAM63A,-0.429416713485075,1,Not significant
PRRG1,0.429402844238806,1,Not significant
NUP133,0.42939573888806,1,Not significant
MMP3,0.428972933783582,1,Not significant
ACOT9,0.428949711246269,1,Not significant
C1orf216,0.428856622604477,1,Not significant
CASZ1,-0.428834081350746,1,Not significant
PGRMC2,-0.428714084380597,1,Not significant
ANPEP,0.428622435149254,1,Not significant
HSPA6,0.42852862061194,1,Not significant
FZD6,0.428517348373135,1,Not significant
AMPD2,0.428460928619403,1,Not significant
TFPT,0.428007758962686,1,Not significant
BAG6,0.427888008099504,1,Not significant
PLXNA1,0.42780437633209,1,Not significant
HLA-F,0.427779250614428,1,Not significant
CHST15,0.427697749656717,1,Not significant
MAPKAPK5,0.427352574380597,1,Not significant
MORF4L2,0.427285989552239,1,Not significant
ACTR6,0.427071296604478,1,Not significant
CLEC11A,0.42693678543781,1,Not significant
SLBP,0.426597563962687,1,Not significant
FAM127B,0.426373866089552,1,Not significant
EIF4G3,0.425877152029851,1,Not significant
KDM5D,-0.42569197969403,1,Not significant
FAM129A,-0.425641696981343,1,Not significant
FNDC8,-0.425459107492537,1,Not significant
GDF15,0.425439777570896,1,Not significant
MKI67,0.425202364507463,1,Not significant
GLA,0.425058306067164,1,Not significant
LOC101929726,-0.42473235569403,1,Not significant
ACKR3,0.424694135604478,1,Not significant
HRAS,0.424369167783582,1,Not significant
ASXL3,-0.424157558611941,1,Not significant
ACLY,0.423878582400497,1,Not significant
SH2B3,0.42383817991791,1,Not significant
PTGDR2,-0.423654505093284,1,Not significant
SLCO4A1,0.423629604291045,1,Not significant
EYA2,-0.42360961711194,1,Not significant
ETNK1,-0.423196395932836,1,Not significant
EIF4A3,0.423188385962687,1,Not significant
TCERG1,0.423070081164179,1,Not significant
TESC,-0.422871832320895,1,Not significant
SLC6A16,-0.42280593280597,1,Not significant
SCO2,0.422231025320895,1,Not significant
GUCA2B,-0.422155080686567,1,Not significant
LRRC23,-0.421976171649254,1,Not significant
LCP2,0.421841354104478,1,Not significant
PNMA3,-0.421519124940299,1,Not significant
LAGE3,0.421437255559701,1,Not significant
TNC,0.421373249138059,1,Not significant
SOCS5,0.42126330719403,1,Not significant
FGF13,-0.421197476865672,1,Not significant
ADSL,0.421045444615672,1,Not significant
CRYBG3,-0.42094948661194,1,Not significant
TMBIM6,-0.420887010914179,1,Not significant
ATXN7L3B,-0.420459391529851,1,Not significant
SS18L1,0.420437986791045,1,Not significant
ERBB2,0.420416828541045,1,Not significant
ROR1,-0.420353469514925,1,Not significant
HMMR,0.420306526123134,1,Not significant
LOC100996756,-0.419930699656716,1,Not significant
LMCD1,0.419727723529851,1,Not significant
RPL8,0.419575838955224,1,Not significant
TOPBP1,0.419383817014925,1,Not significant
MSRB2,0.419344801,1,Not significant
AHSA1,0.419279537470149,1,Not significant
NCAPG,0.419014035809701,1,Not significant
CCBL2,-0.41868275511194,1,Not significant
PLOD2,0.41844407441791,1,Not significant
HSPB8,-0.418354489171642,1,Not significant
SRP9,0.418345036634328,1,Not significant
CETN3,0.418312519067164,1,Not significant
PLEKHA1,0.418185296485075,1,Not significant
WHSC1,0.418157976380597,1,Not significant
GADD45A,-0.41808958988806,1,Not significant
BDH2,-0.417373829268657,1,Not significant
UCP2,0.417048230574627,1,Not significant
MN1,0.416687612895522,1,Not significant
EPPK1,0.416660300365672,1,Not significant
PRB3,-0.416413837276119,1,Not significant
ORC3,0.416356573149254,1,Not significant
CDH19,-0.41616146819403,1,Not significant
RAC1,0.415920820485075,1,Not significant
DAAM1,0.415863346380597,1,Not significant
HMGA1,0.415424023608209,1,Not significant
ENTPD5,-0.415289436604478,1,Not significant
LGALS2,0.415147379425373,1,Not significant
FRMD8,-0.41499662241791,1,Not significant
PYGB,0.414925002462687,1,Not significant
DET1,-0.414552247619403,1,Not significant
MYLIP,0.414403962895522,1,Not significant
LRRC8D,0.414175596246268,1,Not significant
POLR2G,0.414146445813433,1,Not significant
MARCH3,0.413770241014926,1,Not significant
TMEM204,0.413748001455224,1,Not significant
PLAUR,0.413648798208955,1,Not significant
RARRES2,0.413641278791045,1,Not significant
ANXA4,0.413590399791045,1,Not significant
MAP7D1,0.413569930619403,1,Not significant
SCTR,-0.413567945962686,1,Not significant
NEK4,0.413522293074627,1,Not significant
FOXC2,-0.413479972664179,1,Not significant
INPP5F,0.413359663985074,1,Not significant
ISG20,-0.41321995197015,1,Not significant
SEPT11,0.413138981089552,1,Not significant
KCNJ2,0.412624754955224,1,Not significant
GFPT2,0.412620246985075,1,Not significant
RHBDF1,0.411977583932836,1,Not significant
CPT2,-0.411687543593284,1,Not significant
SSTR3,-0.411401220029851,1,Not significant
EGR2,0.411322619261194,1,Not significant
WARS,0.411318289358209,1,Not significant
SNRPA,0.411299089,1,Not significant
PRDM16,-0.411294647291045,1,Not significant
FHL1,-0.411211619632836,1,Not significant
ERH,0.410858924970149,1,Not significant
CADM3,-0.410834830748134,1,Not significant
TRAF5,0.410647745358209,1,Not significant
CPA4,-0.410290262895522,1,Not significant
IL4R,0.410054598716418,1,Not significant
TEX11,-0.409908948671642,1,Not significant
ACADVL,-0.409748059507463,1,Not significant
EGR1,-0.40974670263806,1,Not significant
LINC00652,-0.40943979541791,1,Not significant
H2AFZ,0.409348298985075,1,Not significant
CCDC6,0.409056700731343,1,Not significant
NIT2,0.408903768134328,1,Not significant
KNTC1,0.408863773791045,1,Not significant
C3AR1,0.40871788469403,1,Not significant
RBM28,0.408210154880597,1,Not significant
F10,-0.408200440791045,1,Not significant
HADHB,-0.408133890328358,1,Not significant
PRCP,0.40813033938806,1,Not significant
CYBRD1,-0.407995712328358,1,Not significant
DYRK2,0.407883197287313,1,Not significant
OPN3,0.407855145985075,1,Not significant
KIAA0196,0.407825094985075,1,Not significant
OASL,-0.407499862347015,1,Not significant
ZNF552,-0.407308966261194,1,Not significant
MTCL1,0.407080852246269,1,Not significant
ANXA7,0.40706507475,1,Not significant
ANGPTL2,0.406325887574627,1,Not significant
SLC9A3,-0.40626283377612,1,Not significant
DEAF1,-0.406130212067164,1,Not significant
SLC12A6,-0.405813475320896,1,Not significant
FASTKD3,0.405794542686567,1,Not significant
TSEN34,0.405776104082089,1,Not significant
TNFRSF12A,0.40560186788806,1,Not significant
DROSHA,0.405584286485074,1,Not significant
GPR39,-0.405521406641791,1,Not significant
C20orf27,0.405493438753731,1,Not significant
MYBBP1A,0.405488997753731,1,Not significant
SEC11A,0.405078100309702,1,Not significant
TEX2,-0.405036478970149,1,Not significant
BTD,-0.405020342300996,1,Not significant
G3BP1,0.40500512621393,1,Not significant
TRPS1,0.404960295485075,1,Not significant
HLA-DPB1,0.404895129276119,1,Not significant
HPRT1,0.404848422992537,1,Not significant
CHGB,-0.404803151873134,1,Not significant
NDUFS6,0.404561399835821,1,Not significant
DDX18,0.404517889916045,1,Not significant
GNAI2,0.404328284910447,1,Not significant
SLC35A3,-0.404201226395522,1,Not significant
HOXB2,0.404151686791045,1,Not significant
PIGP,-0.404096229298507,1,Not significant
RBM42,0.403612925358209,1,Not significant
TEX10,0.40350799530597,1,Not significant
FAM127A,0.40346028461194,1,Not significant
GTPBP2,0.403383325985075,1,Not significant
PES1,0.403368605589553,1,Not significant
POMP,0.403356977126865,1,Not significant
MST1,-0.403348196656717,1,Not significant
NOC2L,0.403246668626866,1,Not significant
POGK,0.40315358291791,1,Not significant
DUSP1,-0.402875626567164,1,Not significant
RTFDC1,0.402863987738806,1,Not significant
EPHX2,-0.402787315619403,1,Not significant
PC,-0.40277168802985,1,Not significant
RHOQ,0.402744818068657,1,Not significant
FHIT,-0.402734379544776,1,Not significant
ANKMY2,-0.402460861104478,1,Not significant
LEPREL1,-0.402294961850746,1,Not significant
STS,-0.40219468605597,1,Not significant
GAREM,-0.402086844626866,1,Not significant
G6PD,0.401875021373134,1,Not significant
C21orf59,0.401873778604478,1,Not significant
UBAC1,0.401862050656716,1,Not significant
PSMB10,0.40170517958209,1,Not significant
KIAA0247,0.401536125201493,1,Not significant
CLDN5,-0.401471459097015,1,Not significant
CASK,0.401363042313433,1,Not significant
HCLS1,0.401227713365672,1,Not significant
CELF3,-0.400979353059701,1,Not significant
SIK2,-0.400833210029851,1,Not significant
U2SURP,0.400704383440299,1,Not significant
MEX3D,0.400655521529851,1,Not significant
CREG1,0.4002806395,1,Not significant
TUBG1,0.400215361231343,1,Not significant
UGDH,-0.400187904201493,1,Not significant
OSBPL7,-0.39980291963806,1,Not significant
PTPRC,0.399656855333334,1,Not significant
NEU1,0.399590786783582,1,Not significant
PTGER4,-0.399552955410448,1,Not significant
FAM83E,-0.399532155828358,1,Not significant
FTSJ2,0.399030694496269,1,Not significant
TSN,0.398782803930348,1,Not significant
GBAP1,0.398673303813433,1,Not significant
DHX35,0.398443202477612,1,Not significant
SECISBP2L,-0.398440573608209,1,Not significant
SLC15A3,0.398415256746269,1,Not significant
ORC6,0.398316791828359,1,Not significant
ZNF207,0.398022786544776,1,Not significant
NUP43,0.397875049291045,1,Not significant
LIMCH1,-0.397591919970149,1,Not significant
EPOR,-0.397558094597015,1,Not significant
VWF,0.39716278988806,1,Not significant
STAB1,0.397131353876866,1,Not significant
SLC2A3,0.397127967333334,1,Not significant
ABCD3,-0.396670526380598,1,Not significant
MED17,0.396639639574627,1,Not significant
ITGB3BP,0.396455311619403,1,Not significant
ZNF467,-0.396161022731343,1,Not significant
DNM1L,0.396155773567164,1,Not significant
GCNT3,0.395931679664179,1,Not significant
RBMS1,0.395647314916045,1,Not significant
BNIP3L,0.395553994671641,1,Not significant
LTB4R2,-0.395400492492538,1,Not significant
CD99,0.395389003779851,1,Not significant
PPP1R12A,0.395217800368159,1,Not significant
KCNMB2,-0.395099997828358,1,Not significant
C8orf4,-0.39509931361194,1,Not significant
TSPAN8,-0.394966245947761,1,Not significant
TSPAN14,0.394956921813433,1,Not significant
BRD3,0.394931841205224,1,Not significant
TRIM37,0.394867147149254,1,Not significant
INS,-0.394678276768657,1,Not significant
BANP,0.394664868298508,1,Not significant
CRTC3,0.394588756783582,1,Not significant
PLAT,-0.394575676134328,1,Not significant
TRIB2,-0.394533283645522,1,Not significant
HSPBAP1,0.394054231641791,1,Not significant
THOC2,0.394014383664179,1,Not significant
IMPDH2,0.393994676522388,1,Not significant
WISP2,-0.393969907104478,1,Not significant
SEZ6L2,-0.39396376330597,1,Not significant
BMP6,-0.393878735164179,1,Not significant
ARSE,0.393868367529851,1,Not significant
SRPK1,0.393776995369403,1,Not significant
GTF2IRD1,0.393685319059701,1,Not significant
THAP10,-0.393489289828358,1,Not significant
GPKOW,0.393482196149254,1,Not significant
GNS,0.393352191318408,1,Not significant
C3orf52,-0.393304041910448,1,Not significant
PLIN3,0.393301688932836,1,Not significant
PRPS1,0.393290535414179,1,Not significant
DNAJC7,0.393287507298508,1,Not significant
VANGL1,0.393256293291045,1,Not significant
MADCAM1,-0.393043936067164,1,Not significant
TSNAX,0.393010136992537,1,Not significant
PRKRA,0.392885139328358,1,Not significant
PSMA5,0.392834659544776,1,Not significant
PAPD7,0.392760416402985,1,Not significant
COPS5,0.392755528791045,1,Not significant
RALY,0.392687517798508,1,Not significant
NR4A2,-0.392454056072139,1,Not significant
PIP4K2C,-0.392167237291045,1,Not significant
ATRN,-0.392159078940299,1,Not significant
LTBP2,0.391905674097015,1,Not significant
PRORY,-0.391846520373134,1,Not significant
SSR4,-0.391761358373134,1,Not significant
ST5,-0.391330560037314,1,Not significant
SH3BP5,0.391270691421642,1,Not significant
PTRH2,0.391265866328358,1,Not significant
ARFIP2,-0.390710951910448,1,Not significant
KIAA0907,0.390137064977612,1,Not significant
AGMAT,0.390057381097015,1,Not significant
NPC2,0.389896549828358,1,Not significant
POLA1,0.389831253402985,1,Not significant
PHLDB1,-0.389718096977612,1,Not significant
GSE1,-0.389495808212687,1,Not significant
BMP10,-0.389080594149254,1,Not significant
SLC1A3,0.388903473231343,1,Not significant
PABPC3,0.388647421029851,1,Not significant
PMP22,0.388573381276119,1,Not significant
CYP11B2,-0.388530708104477,1,Not significant
SUOX,-0.388278439522388,1,Not significant
CTSH,0.388137851910448,1,Not significant
CD93,0.388090889910448,1,Not significant
RARRES3,0.387989172477612,1,Not significant
ATP6V1B2,0.387889512835821,1,Not significant
ANKRD28,-0.387652558432836,1,Not significant
HSPA4,0.387607388324627,1,Not significant
TNFRSF25,0.38753356598806,1,Not significant
ICT1,0.387480242955224,1,Not significant
SMC6,0.387228415910448,1,Not significant
RNF144A,0.387174724567164,1,Not significant
TM6SF2,-0.387152423574627,1,Not significant
IPO7,0.387104603065299,1,Not significant
CNR2,-0.386976247335821,1,Not significant
TMEM8A,-0.386879583835821,1,Not significant
FHOD1,0.386778135992537,1,Not significant
RECQL4,0.386740618492537,1,Not significant
NAV2,0.386665486649254,1,Not significant
DYNLL1,0.386593211597015,1,Not significant
CCNL2,0.386558960791045,1,Not significant
RPS3,0.386463244925373,1,Not significant
TMEM59,-0.386278113656716,1,Not significant
KIAA0754,0.386267895850746,1,Not significant
NASP,0.386127141291045,1,Not significant
TNNC1,0.386081337529851,1,Not significant
PRL,-0.385938767313433,1,Not significant
BAZ1A,0.385707213656716,1,Not significant
PDCD6,0.385688318564677,1,Not significant
RAB29,0.385410008731343,1,Not significant
CAPZA2,0.384907305201492,1,Not significant
MTA1,0.384864967645522,1,Not significant
MED4,0.384752739604478,1,Not significant
CACYBP,0.384673643572761,1,Not significant
DES,0.384669961376866,1,Not significant
HMGCL,-0.384260332731343,1,Not significant
EXD2,-0.384065134253731,1,Not significant
CPLX3,-0.383699275507463,1,Not significant
XAF1,0.383643292186567,1,Not significant
