gene,log2FoldChange,padj,status
IL18BP,-0.175331666134328,1,Not significant
SEMA3F,-0.175313960893035,1,Not significant
BCL11B,0.175171074119403,1,Not significant
MMACHC,-0.175170916828358,1,Not significant
CHMP1A,0.175170542589552,1,Not significant
TNFSF14,0.175164298074627,1,Not significant
HMG20A,0.175154000276119,1,Not significant
LMO1,-0.175124496477612,1,Not significant
ZIC1,-0.175072252462687,1,Not significant
SLC7A9,-0.175072041589552,1,Not significant
RECQL5,-0.175001228779851,1,Not significant
MSL2,0.174977749753731,1,Not significant
HAND1,-0.17493638808209,1,Not significant
KCNQ4,-0.174936253776119,1,Not significant
CEACAM3,-0.17491676988806,1,Not significant
PTGER1,-0.17487975019403,1,Not significant
NPEPPS,0.174871077276119,1,Not significant
HLA-G,0.174826576475746,1,Not significant
SIX5,-0.174762853440298,1,Not significant
FBXO17,-0.174705979970149,1,Not significant
NPAS1,-0.174583002208955,1,Not significant
TBX10,-0.174530654328358,1,Not significant
TRIM3,-0.174430132052239,1,Not significant
ODF2,0.174378650537314,1,Not significant
GPR27,-0.174338918619403,1,Not significant
OR2C1,-0.174330567932836,1,Not significant
DENND2D,-0.174322632865672,1,Not significant
CLIC3,0.174283126977612,1,Not significant
TRADD,-0.174265392268657,1,Not significant
RPL3,-0.174186263656716,1,Not significant
TBX4,-0.174182827514926,1,Not significant
CNGB1,-0.174164861982587,1,Not significant
CYP2D6,-0.174154004623134,1,Not significant
RFX2,-0.174137331835821,1,Not significant
ALLC,-0.174099763313433,1,Not significant
FKBP6,-0.174060581753731,1,Not significant
PITPNA,0.174046824743781,1,Not significant
FKTN,-0.17401048388806,1,Not significant
PDPN,0.174009068184079,1,Not significant
PTPRO,-0.173981672936567,1,Not significant
DOHH,-0.173952623570896,1,Not significant
GNG3,-0.173940062462687,1,Not significant
ARHGEF38,-0.173915804328358,1,Not significant
SCAMP5,-0.173878050059701,1,Not significant
GH2,-0.173845465246269,1,Not significant
CCR3,-0.173748173067164,1,Not significant
GSS,0.173740517283582,1,Not significant
HAO1,-0.173732896985075,1,Not significant
BMPR2,0.173702962029851,1,Not significant
CTSG,-0.173683630313433,1,Not significant
KLRD1,-0.173681446293532,1,Not significant
CNTFR,-0.173673674574627,1,Not significant
PSKH1,-0.173671991343284,1,Not significant
CLUL1,-0.173622903358209,1,Not significant
CLTCL1,-0.1736082775,1,Not significant
MAPK14,0.173608260080224,1,Not significant
FKBP14,0.173604437126866,1,Not significant
NFYA,0.173594940746269,1,Not significant
SDHA,-0.173553344716418,1,Not significant
SPC24,-0.173533866395522,1,Not significant
ASMTL,0.173500342395523,1,Not significant
PACSIN2,-0.173487366440298,1,Not significant
TBC1D29,-0.17345708877612,1,Not significant
FN3K,-0.17341842380597,1,Not significant
CHD5,-0.173414240940299,1,Not significant
LYST,-0.173402501955224,1,Not significant
RNF216,0.173400796996268,1,Not significant
PIP4K2A,0.173327173,1,Not significant
INPP5B,-0.173319863141791,1,Not significant
IPO8,-0.173235014373134,1,Not significant
UNC13A,-0.173177056813433,1,Not significant
MARCH7,0.173163474186567,1,Not significant
ERVH-4,-0.173148162231344,1,Not significant
BMP5,-0.17313471177612,1,Not significant
FAM64A,0.173132792738806,1,Not significant
CSDE1,-0.17308664319403,1,Not significant
DHRS9,-0.173060263656716,1,Not significant
GOLGA3,0.173018955723881,1,Not significant
TMEM39A,0.172981599544776,1,Not significant
SDAD1,0.17292624730597,1,Not significant
SZT2,0.172924715477612,1,Not significant
OAZ2,0.172863504705224,1,Not significant
HOXC11,0.172789419977612,1,Not significant
MTMR3,-0.172763403766169,1,Not significant
DCUN1D2,0.172667405574627,1,Not significant
PTPRN,-0.172617956462687,1,Not significant
GRM2,-0.172565970141791,1,Not significant
FGF1,-0.172564015164179,1,Not significant
IAPP,-0.172559663522388,1,Not significant
PKLR,-0.17255652518408,1,Not significant
ST6GAL1,0.172540393181592,1,Not significant
LOC100506571,-0.172530991365672,1,Not significant
VPS39,-0.172529522507463,1,Not significant
PPL,0.172471320910448,1,Not significant
SLC25A38,-0.172434147156716,1,Not significant
ALKBH1,-0.172427180477612,1,Not significant
PRKCQ,-0.172406947910448,1,Not significant
IFT122,-0.172388167097015,1,Not significant
EDN3,-0.172369589451493,1,Not significant
MYL5,-0.172347345641791,1,Not significant
GUCY2F,-0.172314151253731,1,Not significant
PGM3,-0.172313021671642,1,Not significant
RP5-882O7.1,0.17230707238806,1,Not significant
ISOC1,-0.172184914679104,1,Not significant
SLC25A3,-0.172099472761194,1,Not significant
SDK2,-0.172077163858209,1,Not significant
EIF3M,0.172056370383085,1,Not significant
DNAH2,-0.171998203470149,1,Not significant
GREB1L,-0.171976239238806,1,Not significant
GRHL2,-0.171972225679105,1,Not significant
ADAM15,0.171882332932836,1,Not significant
RPP30,0.171859959850746,1,Not significant
HEXA,0.171842733813433,1,Not significant
HNRNPA3,0.171838489323383,1,Not significant
FZD4,-0.171819215708955,1,Not significant
RHOH,-0.171803062873134,1,Not significant
EIF1AX,0.171737382606343,1,Not significant
PDCD1,-0.17168122369403,1,Not significant
IDH3A,0.171657756645522,1,Not significant
ASB9,-0.171649399022388,1,Not significant
RBPMS,0.171586483488806,1,Not significant
POM121C,0.171577759597015,1,Not significant
ERN1,-0.171526872283582,1,Not significant
CATSPERG,-0.171466454462687,1,Not significant
STAG3L4,-0.171439934529851,1,Not significant
GNB5,0.171415385266169,1,Not significant
LINC00950,-0.171389102604478,1,Not significant
PLA2G3,-0.171384600865672,1,Not significant
SOD3,0.171367679813433,1,Not significant
ERMAP,-0.171323330440299,1,Not significant
RNF126P1,-0.171313179783582,1,Not significant
CAV3,-0.171309788276119,1,Not significant
OR10C1,-0.171250096276119,1,Not significant
PTPN11,0.171247822714926,1,Not significant
POMC,-0.171225792641791,1,Not significant
SEC14L4,-0.171223021813433,1,Not significant
SMO,-0.171202635738806,1,Not significant
KDM7A,-0.171193291485074,1,Not significant
FGGY,-0.17118549611194,1,Not significant
GRK4,-0.171058419205224,1,Not significant
CD244,-0.171034842373134,1,Not significant
CHMP7,0.170968332768657,1,Not significant
ZNF287,-0.17094506900995,1,Not significant
SERPINB1,-0.170925906302239,1,Not significant
PLCG1,0.170922145738806,1,Not significant
TUB,-0.170894954317164,1,Not significant
P2RY13,0.170876612208955,1,Not significant
GTF2H2B,0.170854407268657,1,Not significant
VEGFB,0.17084328069403,1,Not significant
AVPR2,-0.170837647671642,1,Not significant
RP11-429B14.4,-0.170835120425373,1,Not significant
FAIM2,-0.170833434701493,1,Not significant
FBXO40,-0.170817032156716,1,Not significant
MGLL,0.170779949156716,1,Not significant
TBCA,0.170769442007463,1,Not significant
RAPGEF6,0.170746969559702,1,Not significant
PXDC1,0.170734055731343,1,Not significant
ATG2A,0.17069460758209,1,Not significant
SAG,-0.170680756126866,1,Not significant
FCHO1,0.170674418947761,1,Not significant
GATA2,-0.170647871253732,1,Not significant
SURF1,-0.170622868593284,1,Not significant
CD2BP2,0.170568599205224,1,Not significant
PDE1C,-0.170545291205224,1,Not significant
CPNE3,0.170472117302239,1,Not significant
GIMAP4,0.17038649888806,1,Not significant
ZDHHC3,-0.170294059529851,1,Not significant
AKAP10,-0.170243746186567,1,Not significant
ERP44,-0.170221814335821,1,Not significant
BRD8,0.170169964824627,1,Not significant
CDC27,0.170160932320895,1,Not significant
HTR1D,-0.170149306201493,1,Not significant
ATPAF2,-0.170120932272388,1,Not significant
CBX4,0.170081713373134,1,Not significant
TMPRSS3,-0.170066703029851,1,Not significant
COX8A,-0.169994610007463,1,Not significant
JAKMIP2,-0.169992354037313,1,Not significant
AQP8,-0.169978852074627,1,Not significant
NSMAF,0.169873227843284,1,Not significant
LSP1,0.169843827716418,1,Not significant
MAGEF1,0.169842441320896,1,Not significant
MAP3K7,0.169836070988806,1,Not significant
ZNF223,-0.169793448544776,1,Not significant
CD5,-0.169748875350746,1,Not significant
TEFM,0.169710835216418,1,Not significant
DOK4,-0.169497689226368,1,Not significant
KIAA1211L,-0.169464724641791,1,Not significant
MGC2889,-0.169457880425373,1,Not significant
AHCYL1,-0.169397648085821,1,Not significant
RP3-359N14.1,-0.169345929134328,1,Not significant
TRANK1,0.169268760410448,1,Not significant
KCNK5,0.169251729574627,1,Not significant
FARP2,-0.169235838373135,1,Not significant
SEMA6D,-0.16922866991791,1,Not significant
PPP6R3,-0.169172929350746,1,Not significant
CSHL1,-0.169077080337313,1,Not significant
EIF3I,0.169023593074627,1,Not significant
NEBL,-0.168922057485075,1,Not significant
CROCCP3,-0.168850754690299,1,Not significant
C8orf17,-0.168843089037313,1,Not significant
VCP,0.168771714391791,1,Not significant
NDEL1,0.168730839365672,1,Not significant
PRMT8,-0.168718864791045,1,Not significant
JAM2,-0.168637349320896,1,Not significant
ZMYM3,0.16863274461194,1,Not significant
NEU3,-0.168555116666666,1,Not significant
RASL11B,-0.168553990559701,1,Not significant
TRPM6,-0.168525165567164,1,Not significant
EMP2,0.168498699664179,1,Not significant
COX5B,-0.168461320169776,1,Not significant
ARHGEF7,0.168459065716418,1,Not significant
UBA52,0.168348866865672,1,Not significant
UGGT2,0.168331996634328,1,Not significant
IFT88,0.168318795798508,1,Not significant
TBX5,-0.168279576522388,1,Not significant
NDUFA6,-0.168277694966418,1,Not significant
MMP24-AS1,-0.168179812238807,1,Not significant
KIAA1751,-0.168134946517414,1,Not significant
HMBOX1,-0.168123988947761,1,Not significant
LMAN1L,-0.168110457350746,1,Not significant
WNT2,0.168100660201493,1,Not significant
PARN,0.168099032507463,1,Not significant
ARFGAP3,-0.168080417992537,1,Not significant
KCNIP1,-0.168069658574627,1,Not significant
VAV1,0.168053546298507,1,Not significant
GVINP1,-0.168040291880597,1,Not significant
KLHL3,-0.167935846171642,1,Not significant
TRIM25,-0.167924798328358,1,Not significant
AARS,-0.167868675947761,1,Not significant
MKKS,0.167865341768657,1,Not significant
C19orf80,-0.167862517470149,1,Not significant
NKX6-1,-0.167852122097015,1,Not significant
ATF7,-0.167799296873134,1,Not significant
ACSL6,-0.167711725798508,1,Not significant
CYP4A11,-0.167708279041045,1,Not significant
CDK16,0.167697563179105,1,Not significant
UBXN2B,0.167676095343284,1,Not significant
GABRA3,-0.16759526441791,1,Not significant
KCNC3,-0.167592954985075,1,Not significant
LOC440792,-0.167542975384328,1,Not significant
RNF43,0.167525835626866,1,Not significant
MID2,-0.167495982779851,1,Not significant
SRRM2,-0.167418485169154,1,Not significant
HIST1H4D,-0.167384743007463,1,Not significant
TIMM9,0.167381645634328,1,Not significant
ACAP2,0.167332322955224,1,Not significant
IRAK4,-0.167330959477612,1,Not significant
ZBTB7B,-0.167309241216418,1,Not significant
FOXK2,0.167276009753731,1,Not significant
RND1,-0.167275666395522,1,Not significant
PRPF39,0.167267928619403,1,Not significant
CUL4B,0.167264538393657,1,Not significant
RPF1,0.167260730761194,1,Not significant
PDE6A,-0.167230339865671,1,Not significant
EPB42,-0.167142810350746,1,Not significant
GRM4,-0.167010162761194,1,Not significant
KIR3DL1,-0.166978424014925,1,Not significant
PAPOLA,0.16692441468806,1,Not significant
HRH3,-0.16690372586194,1,Not significant
SKI,0.16689091391791,1,Not significant
EMR2,0.16688946080597,1,Not significant
MPHOSPH9,0.166879611958955,1,Not significant
BBS1,-0.16686327477612,1,Not significant
MC2R,-0.166851107935324,1,Not significant
TAOK1,0.166728010783582,1,Not significant
RPS18,0.166641858134328,1,Not significant
TPI1,0.166640081786071,1,Not significant
M6PR,0.166638903313433,1,Not significant
MRC2,0.166560013779851,1,Not significant
DHRS12,-0.166557015242537,1,Not significant
ABTB2,-0.166448905798508,1,Not significant
MRPS35,0.166353436208955,1,Not significant
CYP17A1,-0.166275446514925,1,Not significant
ARAP1,0.166198457884328,1,Not significant
DHRS1,-0.166135804895523,1,Not significant
OS9,-0.166131399033582,1,Not significant
PARK2,-0.166126204820895,1,Not significant
KIAA1045,-0.166108628787313,1,Not significant
IL1RN,-0.166095358467164,1,Not significant
ESRRA,-0.166080160537314,1,Not significant
SLC22A6,-0.166031899675373,1,Not significant
TBX6,-0.166009071880597,1,Not significant
DNAL4,-0.165974900156716,1,Not significant
C9orf78,0.165963705985075,1,Not significant
SNX19,-0.165955211216418,1,Not significant
FOLH1,-0.165949859253731,1,Not significant
SDPR,-0.165934444880597,1,Not significant
TESPA1,-0.165930682223881,1,Not significant
SMR3A,-0.165859360440299,1,Not significant
NAA40,0.16578887886194,1,Not significant
PIGV,-0.16572237861194,1,Not significant
MAPK11,-0.165669866291045,1,Not significant
NCBP1,0.16564763763806,1,Not significant
CANT1,0.165639529541045,1,Not significant
IFIT5,0.165587681757463,1,Not significant
CETP,-0.165537019544776,1,Not significant
RNF123,-0.165536718552239,1,Not significant
LIN7A,-0.165528155537313,1,Not significant
CA7,-0.16552260730597,1,Not significant
RPLP1,0.165511578880597,1,Not significant
SPTBN2,-0.165421725432836,1,Not significant
TMCO3,-0.165403822593284,1,Not significant
DNAH9,-0.165316918690299,1,Not significant
TECTA,-0.165303875716418,1,Not significant
COMMD8,0.165253533462687,1,Not significant
NDUFS7,-0.165238846902985,1,Not significant
C11orf71,-0.165157826141791,1,Not significant
GPR161,0.16515017629602,1,Not significant
OGFOD3,-0.165124456584577,1,Not significant
CER1,-0.165082569835821,1,Not significant
TMEM134,-0.165067853768657,1,Not significant
WDR41,0.165051837723881,1,Not significant
LRRC8E,-0.165021720537313,1,Not significant
FLJ42627,-0.164999574,1,Not significant
GPR135,-0.164983813940298,1,Not significant
CALCOCO1,-0.164973522641791,1,Not significant
EGFL6,0.16496879041791,1,Not significant
IL18R1,-0.164937272716418,1,Not significant
SLC6A11,-0.164931135798507,1,Not significant
ZNF771,-0.164901024011194,1,Not significant
PHC1,-0.164888019514925,1,Not significant
RUNX2,-0.164857872052239,1,Not significant
IGKC,-0.164854871076119,1,Not significant
DLD,-0.164820769641791,1,Not significant
ATP5I,-0.164820554085821,1,Not significant
CACNA1H,-0.164721968470149,1,Not significant
CD63,0.164695767761194,1,Not significant
STUB1,-0.164648854179105,1,Not significant
HIST1H3G,0.164608874059701,1,Not significant
HIGD1A,-0.164602676973881,1,Not significant
MTMR12,-0.164506821552239,1,Not significant
EBP,0.164497047303484,1,Not significant
ILVBL,-0.16444412708209,1,Not significant
ERCC4,-0.164397834716418,1,Not significant
GABRP,0.164322594947761,1,Not significant
FNDC4,-0.16426553091791,1,Not significant
DOLK,0.164206762873134,1,Not significant
ANAPC10,0.16418843819403,1,Not significant
XRCC6,0.16416815208209,1,Not significant
PSMC2,0.164154158798508,1,Not significant
UCHL5,0.164017901425373,1,Not significant
POLR3C,0.163997394630597,1,Not significant
ITGA2B,-0.163987245186567,1,Not significant
LRRC40,0.163981231675373,1,Not significant
AC004941.5,0.163947142283582,1,Not significant
CLDN14,-0.163919062104478,1,Not significant
TRMT13,0.163859466955224,1,Not significant
LOC101929550,-0.163841139955224,1,Not significant
SLC1A7,-0.163833045208955,1,Not significant
SHC3,-0.163789075880597,1,Not significant
TAS2R3,-0.163729794052239,1,Not significant
GABRG2,-0.163722875985075,1,Not significant
SOAT2,-0.163560467440298,1,Not significant
CIAPIN1,0.163548613264925,1,Not significant
C4BPB,-0.163509565679104,1,Not significant
TRIB3,0.163500943641791,1,Not significant
METTL1,0.163494245664179,1,Not significant
FPR1,0.163475892481343,1,Not significant
SKP1,0.163446441054105,1,Not significant
HIST1H4A,-0.163439208104478,1,Not significant
ENPP2,-0.16337236694403,1,Not significant
DDX52,0.163362376039801,1,Not significant
BLK,-0.163322437854478,1,Not significant
PTPRK,-0.163306093447761,1,Not significant
IVNS1ABP,0.163270697920399,1,Not significant
RHOT2,0.163189914149253,1,Not significant
CAMK2G,0.163141666564676,1,Not significant
PDX1,-0.163133652074627,1,Not significant
ACVR1B,-0.163122089420398,1,Not significant
NUP160,0.16308384026617,1,Not significant
RAB7A,0.163073297583955,1,Not significant
SHQ1,0.163065099544776,1,Not significant
SEC14L1,-0.163049739833334,1,Not significant
UBIAD1,-0.163036384582089,1,Not significant
GEMIN8,-0.16295739261194,1,Not significant
SLC31A1,0.162911696947761,1,Not significant
ANKS1A,0.162882718656716,1,Not significant
ATXN8OS,-0.162834817119403,1,Not significant
RASSF4,0.162800971925373,1,Not significant
TP53I11,0.162789630995024,1,Not significant
BCL7B,0.162702519843283,1,Not significant
CYP4F3,0.162673833313433,1,Not significant
MYL4,-0.162672259843284,1,Not significant
WNT6,-0.162661649772388,1,Not significant
CHRNA10,-0.162633757634328,1,Not significant
PSG9,-0.162622776743781,1,Not significant
HPCA,-0.162492642052239,1,Not significant
RMND5B,-0.162488999996269,1,Not significant
TSC1,-0.162488935917911,1,Not significant
HLA-C,0.162485725438433,1,Not significant
GRIK4,-0.162481381738806,1,Not significant
KLF11,-0.162480995649254,1,Not significant
CRB1,-0.162438333440298,1,Not significant
PRRC1,0.162422976246269,1,Not significant
HOXA5,0.162261919641791,1,Not significant
PRKAR1B,-0.162251549839552,1,Not significant
CHKB,-0.162251053895522,1,Not significant
INTS12,-0.162220132014925,1,Not significant
GTF2I,0.162219897686567,1,Not significant
PSAT1,-0.162213713940299,1,Not significant
EDNRB,0.162211203975125,1,Not significant
NT5DC3,-0.162191439328358,1,Not significant
SPR,-0.16198322111194,1,Not significant
ACP6,0.161891781432836,1,Not significant
CLOCK,-0.161883492697761,1,Not significant
NPIPB15,-0.161879064186567,1,Not significant
FMNL1,0.161841445671642,1,Not significant
ST3GAL5,-0.161841192007463,1,Not significant
CYP1A2,-0.161834616712686,1,Not significant
TIPRL,0.161636917022388,1,Not significant
NAB1,0.161635384164179,1,Not significant
PSMC1,0.161628940201493,1,Not significant
SH3TC1,0.161528093253731,1,Not significant
ERI2,-0.161458902858209,1,Not significant
PLXNB1,0.161438831645522,1,Not significant
FRZB,0.161421811324627,1,Not significant
TPPP,-0.16140459119403,1,Not significant
GYS1,-0.161402235634328,1,Not significant
GPRC5D,-0.16138141588806,1,Not significant
RAMP1,0.161366040253731,1,Not significant
OLFML3,0.161357763514925,1,Not significant
ZNF764,-0.16127139561194,1,Not significant
S1PR2,-0.161267785477612,1,Not significant
KIAA0100,0.161228603865672,1,Not significant
UVRAG,0.161165204164179,1,Not significant
AIM1,0.161162626537313,1,Not significant
PYY2,-0.161051948432836,1,Not significant
BDKRB2,-0.161048871335821,1,Not significant
GALT,-0.160993869768657,1,Not significant
LOC101927181,-0.160936173858209,1,Not significant
GK,0.160933818447761,1,Not significant
NDST2,-0.160932220171642,1,Not significant
AP1G2,-0.160892394850746,1,Not significant
P2RX6,-0.160883646514925,1,Not significant
FST,-0.160827682940299,1,Not significant
PAWR,0.160819046884328,1,Not significant
MEGF6,0.160813316335821,1,Not significant
RBBP5,0.160804818641791,1,Not significant
KIAA0586,-0.160707674350746,1,Not significant
FILIP1L,0.160702453485075,1,Not significant
SPOCK2,0.160665476958955,1,Not significant
TENM4,0.160609791014925,1,Not significant
MRPS15,0.160581900843284,1,Not significant
DEFA4,-0.16058152761194,1,Not significant
ISCU,-0.16053976908209,1,Not significant
CD22,-0.16043961413806,1,Not significant
MLLT3,-0.160243738123134,1,Not significant
ZNF783,0.160154699626866,1,Not significant
PRDX6,0.160150905929105,1,Not significant
DNAH6,-0.160095644201492,1,Not significant
POLD2,0.16008603330597,1,Not significant
TFIP11,-0.159981456537313,1,Not significant
GHRHR,-0.159967235199005,1,Not significant
FKSG49,-0.159959091533582,1,Not significant
CDK14,-0.159947702190298,1,Not significant
CIAO1,0.159927177623134,1,Not significant
LPCAT3,-0.159876289246269,1,Not significant
MYO15B,0.159876224335821,1,Not significant
YKT6,0.159865701992537,1,Not significant
PCDHA5,-0.159830075268657,1,Not significant
BAAT,-0.159776007365672,1,Not significant
TBC1D2,0.159729103179104,1,Not significant
PRDM1,-0.159703156537314,1,Not significant
PAX9,-0.159608595753731,1,Not significant
ST6GALNAC4,0.159563363735075,1,Not significant
TRPV5,-0.159539537962686,1,Not significant
SEMA3B,-0.159538846932836,1,Not significant
DEFB126,-0.159511475246269,1,Not significant
MT3,-0.159464165343284,1,Not significant
S100B,-0.159451560402985,1,Not significant
BLM,0.15944715411194,1,Not significant
GPR32,-0.159432678619403,1,Not significant
DCTD,-0.159423537925373,1,Not significant
UBE2Z,0.159391889156716,1,Not significant
NPAS3,-0.159364239119403,1,Not significant
CISH,-0.159359573604478,1,Not significant
STT3A,0.159312048649254,1,Not significant
CDX4,-0.159310941597015,1,Not significant
USP46,-0.159297148975125,1,Not significant
KLK3,-0.159226237981343,1,Not significant
CCDC134,-0.159209696365672,1,Not significant
AIFM1,-0.159202388208955,1,Not significant
TNFRSF10D,-0.159162721574627,1,Not significant
PSMA2,0.159148353541045,1,Not significant
CLASP1,0.159001121313433,1,Not significant
MANF,-0.158995816910448,1,Not significant
KCNJ5,-0.158955578313433,1,Not significant
SERGEF,-0.158950191425373,1,Not significant
KIF17,-0.158948992089552,1,Not significant
MFI2,-0.158948744522388,1,Not significant
MAD2L1BP,0.158932546201493,1,Not significant
EP300,0.158899492048507,1,Not significant
NPLOC4,0.158888053626866,1,Not significant
CEND1,-0.158879314380597,1,Not significant
LOC399491,0.158831619731343,1,Not significant
TSKU,-0.158810314037313,1,Not significant
ATP6V1G2,-0.158810014410448,1,Not significant
ATP8B3,-0.158728529313433,1,Not significant
BZW2,0.158724763007463,1,Not significant
LRRC75B,-0.158681432350746,1,Not significant
THAP3,-0.158618171850746,1,Not significant
OGFRL1,0.158586691238806,1,Not significant
WDR45,0.158584089544776,1,Not significant
AAR2,0.15853081841791,1,Not significant
POLQ,0.158518319735075,1,Not significant
SSR1,0.158471701977612,1,Not significant
PCDHA9,-0.158457848649254,1,Not significant
MRFAP1L1,0.158442632402985,1,Not significant
TRMT5,0.158439882932836,1,Not significant
PAXBP1,0.158358733410448,1,Not significant
AATF,0.158351310470149,1,Not significant
LSM3,0.158344828865672,1,Not significant
ZC3H4,0.158334539798507,1,Not significant
RAD17,-0.158329913890547,1,Not significant
BAIAP2L2,0.158300377119403,1,Not significant
MCPH1,-0.158272735022388,1,Not significant
KRT36,-0.158262548552239,1,Not significant
SLC6A12,-0.158261267126866,1,Not significant
ANKRD11,0.158241652149254,1,Not significant
LY86,0.158241186589552,1,Not significant
ZNF692,0.158239644358209,1,Not significant
MAST2,0.158229523005597,1,Not significant
COPB2,0.158168052268657,1,Not significant
TPSAB1,-0.15815870239403,1,Not significant
CSF1,-0.158089811014925,1,Not significant
KCNAB1,-0.158044349869403,1,Not significant
MAPK8IP1,-0.158012248335821,1,Not significant
MRPL11,0.157964094447761,1,Not significant
PHLPP2,-0.157929623921642,1,Not significant
ZBTB18,-0.157918773850746,1,Not significant
PLEKHA5,0.157916760432836,1,Not significant
PAAF1,-0.157836158037313,1,Not significant
PTPN21,-0.157825093363806,1,Not significant
PCBD1,0.157776634037313,1,Not significant
DIO2,0.157759860406716,1,Not significant
TIMP3,0.157759801977612,1,Not significant
CSNK1E,-0.157745307082089,1,Not significant
PRKAB2,-0.157743395253731,1,Not significant
CPNE7,-0.15772896788806,1,Not significant
DLX6,-0.157698609559702,1,Not significant
HOXD13,-0.157690200697761,1,Not significant
MRPL16,-0.157683281261194,1,Not significant
FAM173A,0.157638950432836,1,Not significant
ART3,-0.157634268037313,1,Not significant
SCARB2,-0.157569612751244,1,Not significant
C11orf24,0.157522054522388,1,Not significant
UROD,0.157518111701493,1,Not significant
E2F8,-0.157504594634328,1,Not significant
DCTN6,0.157469265925373,1,Not significant
ITPK1,-0.157372508258707,1,Not significant
FLT3,-0.157279325358209,1,Not significant
ERBB3,-0.157259329078358,1,Not significant
TFB1M,0.157233873798508,1,Not significant
JAM3,0.157188329298507,1,Not significant
BRS3,-0.157175871895522,1,Not significant
GPR21,-0.157101969395522,1,Not significant
SYN2,-0.1570177865,1,Not significant
CD3D,-0.156953188089552,1,Not significant
PDLIM5,0.156890833805141,1,Not significant
ERC2-IT1,-0.156864532947761,1,Not significant
CLPB,0.156848715268657,1,Not significant
TCL6,-0.156832413932836,1,Not significant
SCG2,0.156752502067164,1,Not significant
NAT6,-0.156697360589552,1,Not significant
TAT,-0.156671863925373,1,Not significant
ZC2HC1A,0.156605717402985,1,Not significant
PAQR6,-0.156600566462687,1,Not significant
RNF103,-0.15655455488806,1,Not significant
NEDD4,0.156536086656716,1,Not significant
CS,-0.15652194191791,1,Not significant
SYNGR3,0.156503888328358,1,Not significant
SIGLEC9,-0.156498770880597,1,Not significant
LILRB5,-0.156423310507463,1,Not significant
ADAM20,-0.156417385287313,1,Not significant
IFT20,-0.156378353641791,1,Not significant
ALG3,0.156368359261194,1,Not significant
ALX1,-0.156360551007463,1,Not significant
MPDZ,0.156350594615672,1,Not significant
TDRD7,0.156248259768657,1,Not significant
DLX2,-0.156221756682836,1,Not significant
GRK5,-0.156219415802239,1,Not significant
RANBP1,0.156198803962687,1,Not significant
GON4L,0.156175361873134,1,Not significant
GJD2,-0.156153705649254,1,Not significant
NR2F1,0.156127584097015,1,Not significant
PAX8,-0.156099276145522,1,Not significant
LRRC36,-0.156079935164179,1,Not significant
TM4SF4,-0.156052541731344,1,Not significant
DOCK2,-0.155946226134328,1,Not significant
ANKRD46,-0.155906696552239,1,Not significant
SARS2,-0.155810104373134,1,Not significant
ID3,-0.155778871052239,1,Not significant
SDF2L1,0.155757338656716,1,Not significant
LYRM9,-0.155747377156716,1,Not significant
GPR37L1,-0.155730719880597,1,Not significant
CCNL1,0.155690705149254,1,Not significant
HOXB5,0.155689663544776,1,Not significant
PTPN3,-0.155687787447761,1,Not significant
TEK,-0.155685823268657,1,Not significant
AKAP6,-0.155633289018657,1,Not significant
INHBB,0.155616167492537,1,Not significant
TMEM206,-0.155546615313433,1,Not significant
GLRA2,-0.155537926925373,1,Not significant
BRD7P3,-0.155531017828358,1,Not significant
TLE6,-0.155470730947761,1,Not significant
LAS1L,0.155409690686567,1,Not significant
DEGS1,0.155334172238806,1,Not significant
ILKAP,0.155245194037313,1,Not significant
AK021933,-0.155194593929104,1,Not significant
DOK2,0.155172993783582,1,Not significant
PHKG1,-0.155160105955224,1,Not significant
SMARCAL1,0.155091750947761,1,Not significant
ALOX15,-0.155033300141791,1,Not significant
PBX1,-0.155025559447761,1,Not significant
NRIP2,-0.15493979591791,1,Not significant
KCTD2,-0.154915445477612,1,Not significant
PRKAA1,0.154915157679104,1,Not significant
RAP2A,0.154895572794776,1,Not significant
CPSF1,-0.154876215298508,1,Not significant
B3GALT4,-0.154845844802239,1,Not significant
PKN2,0.154828643527363,1,Not significant
YIPF6,-0.154746368656717,1,Not significant
RAB5B,-0.154732811992537,1,Not significant
CDH10,-0.154683512134329,1,Not significant
TRPC1,0.154681507957711,1,Not significant
VPREB3,-0.154665960186567,1,Not significant
TIAM2,-0.154631815835821,1,Not significant
PPP1R13L,0.154626628589552,1,Not significant
GLYAT,-0.154622383152985,1,Not significant
RANBP3,-0.154586658477612,1,Not significant
PTPN7,-0.154582017783582,1,Not significant
YIPF5,-0.154527565567164,1,Not significant
NPPC,-0.154448245567164,1,Not significant
TBXAS1,0.154441500089552,1,Not significant
CXCL12,-0.154427369223881,1,Not significant
POGLUT1,0.154420773447761,1,Not significant
RBFADN,-0.154401714731343,1,Not significant
UPB1,-0.154388610597015,1,Not significant
FOLR3,-0.154387656492537,1,Not significant
GDI2,0.154386017563433,1,Not significant
LRRC42,0.154341198597015,1,Not significant
RARB,-0.154260944676119,1,Not significant
CSDC2,-0.154246921044776,1,Not significant
WBP11,0.154239597100746,1,Not significant
CSF2,-0.154197509962687,1,Not significant
TNIP2,0.154168996283582,1,Not significant
KRT19P2,-0.154104605455224,1,Not significant
KCNQ3,-0.154056723723881,1,Not significant
APOOL,-0.15403680607214,1,Not significant
PTGDS,-0.154031795718908,1,Not significant
