gene,log2FoldChange,meanExpression,t,PValue,padj,standard_t,standard_PValue,standard_padj,B,direction
SEPT9,0.142743146320896,8.75247020266542,0,1,1,6.21878901411749,5.64565811392587e-09,1.19752849512706e-08,9.51479695665701,Not_significant
LIN7C,0.142737620985075,6.19086410918284,0,1,1,5.43503562371765,2.42571972110886e-07,4.53387169984812e-07,5.84019684322664,Not_significant
SLC24A2,-0.142713074365672,6.96133630916045,0,1,1,-7.63201295799382,3.50110269935932e-12,9.55023014103015e-12,16.7845637096611,Not_significant
C16orf70,-0.142709419910448,5.57451700003731,0,1,1,-7.39236813231887,1.28147266329572e-11,3.33141592693337e-11,15.5038015469164,Not_significant
TLX1,-0.142691151589552,5.49008658975746,0,1,1,-5.78062604146644,4.78355095631967e-08,9.39489407821184e-08,7.42361524057344,Not_significant
CECR5,0.142648229164179,8.06492780602985,0,1,1,5.19751474754975,7.15397826064151e-07,1.29160474016666e-06,4.78853716600938,Not_significant
SQRDL,-0.142627964097015,9.92490674932463,0,1,1,-2.59432187145991,0.0105164512346274,0.0136039271240146,-4.29804761679169,Not_significant
RN7SKP150,-0.142550719313433,6.06781882720896,0,1,1,-8.6158980748227,1.46886783237693e-14,4.89752714231848e-14,22.1992234269223,Not_significant
SELP,-0.142484066850746,8.17715578014925,0,1,1,-4.0983283893237,7.08495542247368e-05,0.000109363588827221,0.360985997439506,Not_significant
TSPAN9,0.142476936548507,7.10833195482649,0,1,1,7.36066924264366,1.51956311275098e-11,3.92687099137226e-11,15.335683143428,Not_significant
PPP6R1,0.142438008537313,8.48536838059702,0,1,1,4.29697283929918,3.25681652571854e-05,5.15693059800049e-05,1.10369540941753,Not_significant
NDST1,-0.142433841820896,6.92083059716045,0,1,1,-6.66675230953484,5.85406025648477e-10,1.33339859775076e-09,11.7396667289151,Not_significant
PRKY,-0.142404768820896,5.99692508364179,0,1,1,-5.49912546056361,1.80292278529985e-07,3.39963383108887e-07,6.12918560137848,Not_significant
IL25,-0.142343949447761,7.42050235502985,0,1,1,-7.60870107670193,3.97485719470922e-12,1.07981867452132e-11,16.6592379491772,Not_significant
ZNF124,0.142293860067164,6.11250918436194,0,1,1,4.92702189861243,2.36439959025421e-06,4.0996721284724e-06,3.62963659836163,Not_significant
ZFP64,0.142111277847015,7.24001008559142,0,1,1,8.66207934721368,1.13050329535517e-14,3.80643223448002e-14,22.4586155024408,Not_significant
DNAJC24,-0.142072581074627,7.77873455145522,0,1,1,-6.67966261170246,5.47773999619714e-10,1.25121597445498e-09,11.8049863777828,Not_significant
CDHR1,-0.142037811559702,5.79681849333955,0,1,1,-4.06037963401625,8.19514297511885e-05,0.000125863932569043,0.222238462943979,Not_significant
SUPT5H,0.142033117597015,8.89847987149254,0,1,1,5.74800583412721,5.58927796984823e-08,1.09203661096014e-07,7.27157361493938,Not_significant
NPTX1,-0.14190431219403,6.75716649215672,0,1,1,-2.33931297437496,0.0207771988448861,0.0261463011539222,-4.9030069529149,Not_significant
PRKCE,-0.141846318992537,6.92084313456343,0,1,1,-6.92511186435909,1.53153335759491e-10,3.65194387823464e-10,13.058767809137,Not_significant
ZFYVE26,0.14179785,6.49033248071269,0,1,1,8.01993015566554,4.15159210412781e-13,1.2209356674978e-12,18.8916891887344,Not_significant
ZFAND6,0.141773682604478,9.20520476566045,0,1,1,4.54500158119378,1.19289512935531e-05,1.95378748307607e-05,2.06781868151139,Not_significant
C2CD5,0.141718656470149,8.38553614048881,0,1,1,3.06303647173335,0.00263784386420469,0.0035916530936175,-3.0394047221196,Not_significant
CHRNA2,-0.141684038477612,7.46350945717164,0,1,1,-7.29607086731975,2.14854352694937e-11,5.48699729756654e-11,14.9940503316341,Not_significant
DGCR11,-0.141673665634328,7.09930960274254,0,1,1,-8.59272161580787,1.67489259380679e-14,5.55983599701941e-14,22.0691996012896,Not_significant
GOLIM4,-0.141661097354478,6.60547071841231,0,1,1,-5.28736147117565,4.76817890854798e-07,8.71875719142363e-07,5.18270518955977,Not_significant
SCAMP1,-0.141656412558209,6.35221838934328,0,1,1,-6.50392827706327,1.34615200894589e-09,2.99077211037299e-09,10.9214685714423,Not_significant
LMO3,-0.141611026335821,7.71478302678731,0,1,1,-1.93821286244309,0.0546719395063327,0.0659767271687343,-5.73667422379771,Not_significant
VENTXP1,-0.141577306772388,5.20599412497948,0,1,1,-9.72119708910699,2.55432914039706e-17,1.09973461618391e-16,28.5020582309397,Not_significant
IFT22,-0.141507839335821,5.71157404536194,0,1,1,-6.69373654956267,5.09465705647498e-10,1.16725425317046e-09,11.8762665335409,Not_significant
GNG11,0.141430009813433,7.99245368127985,0,1,1,2.1466149651732,0.0335947683298904,0.041349942098033,-5.32168967546726,Not_significant
SPAG9,0.14135548429602,6.45726474210821,0,1,1,6.10880197171437,9.72867540425773e-09,2.02555183149489e-08,8.98157223132271,Not_significant
SLC17A2,-0.141332867686567,6.41446991815672,0,1,1,-9.04067279365925,1.30386099483576e-15,4.77448191137493e-15,24.5995410051093,Not_significant
BET1,0.141305478604478,7.97793777051866,0,1,1,3.660392655863,0.000358207806176992,0.000521495520840115,-1.17626650880543,Not_significant
ASRGL1,-0.141299974507463,8.43352616985075,0,1,1,-2.09239548573661,0.0382642498893915,0.0468229063707085,-5.43353347531265,Not_significant
TM9SF2,0.1412883315,10.4325600584142,0,1,1,3.01636517645649,0.00304977846559782,0.00413310310956392,-3.17297593784738,Not_significant
PNKP,0.141258648783582,7.40724783942911,0,1,1,4.68516983298452,6.65233516671462e-06,1.10967239346689e-05,2.63032016694505,Not_significant
MLF1,0.141253430940298,6.15516767119776,0,1,1,2.12580116798424,0.0353235791782119,0.0433691215111488,-5.36492024017887,Not_significant
ATG13,-0.141248286281094,8.47624777433458,0,1,1,-7.60473450085363,4.06156566866233e-12,1.10204856069687e-11,16.6379288855404,Not_significant
PTCD2,-0.141248155201493,6.84807022335448,0,1,1,-5.67156850975279,8.03394738340757e-08,1.5524874709244e-07,6.91737089455785,Not_significant
KHNYN,-0.141233277175373,8.71031513015112,0,1,1,-5.68436123116258,7.5620602362953e-08,1.46455747296318e-07,6.97644738580216,Not_significant
MOGS,-0.141230725813433,8.14789649022015,0,1,1,-3.83468056754039,0.00019097593271242,0.000284749301309923,-0.581626399913619,Not_significant
SOS1,0.141228950735075,7.19140226770709,0,1,1,7.16679590722213,4.28094082780316e-11,1.06532976572016e-10,14.3143836874794,Not_significant
RPS10,0.141211143507463,11.6815062019646,0,1,1,7.71988724967835,2.16711280224028e-12,6.00274831388264e-12,17.2583548693249,Not_significant
DESI2,0.141196787733831,6.76586776151119,0,1,1,7.35258557497554,1.58698135085831e-11,4.0964069474841e-11,15.2928604677622,Not_significant
AC004692.5,0.141163103716418,6.78260351885821,0,1,1,6.45857803733065,1.69451899898055e-09,3.73680981360815e-09,10.695472041306,Not_significant
PIM2,-0.141161702865672,8.15183826256716,0,1,1,-2.58726974926619,0.0107236043521776,0.0138607833294198,-4.31554160828408,Not_significant
KLHL20,0.141071798046642,6.12830477782183,0,1,1,9.13439229231959,7.61279220451316e-16,2.85239755691994e-15,25.1331814976856,Not_significant
DTX3,-0.140945631205224,7.04472109925746,0,1,1,-8.18069108329964,1.6979182699975e-13,5.15445995244134e-13,19.7760936321683,Not_significant
C21orf33,-0.140940806869403,8.30474866064739,0,1,1,-5.14824966926092,8.92028587462526e-07,1.59775628858353e-06,4.57432749671861,Not_significant
SLC35C2,0.140928607529851,7.61802353675,0,1,1,6.75032937383066,3.80358171180257e-10,8.79480922837561e-10,12.1636551955395,Not_significant
SLC25A40,-0.140914179507463,6.04446149734328,0,1,1,-6.55651439072413,1.02983671266685e-09,2.30464720237471e-09,11.1845661640085,Not_significant
SMARCD3,-0.140879403,6.98978661986567,0,1,1,-2.44289439331071,0.0158531946913985,0.0201815046387063,-4.66417652722078,Not_significant
DTNB,-0.140739806272388,6.03266621404291,0,1,1,-8.00327103234666,4.55310289091253e-13,1.33345930879344e-12,18.8003981315645,Not_significant
NFIB,-0.140736194025587,7.66083040214286,0,1,1,-3.33239610896597,0.00110769503793229,0.00155239514313346,-2.23471168158403,Not_significant
IHH,-0.140726812373134,7.74766171226119,0,1,1,-5.12151058359999,1.00498077765999e-06,1.79208083406194e-06,4.45864012003143,Not_significant
DLGAP2,-0.140677522910448,5.69823152617911,0,1,1,-9.47560870547689,1.06273054522964e-16,4.31240246039467e-16,27.086780810885,Not_significant
ZNF672,0.140634181373134,8.52873935546269,0,1,1,5.59563401070104,1.14888969951509e-07,2.19458920443571e-07,6.56841343402669,Not_significant
EIF5B,0.140626871692786,6.43897268742973,0,1,1,7.2624476717763,2.57173626108789e-11,6.52056973427605e-11,14.8167550303487,Not_significant
GAL,0.140613055003731,5.84971245208396,0,1,1,3.00895300549236,0.00312035285955279,0.00422519722337286,-3.19401196667728,Not_significant
BTBD2,0.140610210007463,8.40129969933955,0,1,1,4.23009419962064,4.24204918786798e-05,6.65353631647126e-05,0.850757648513591,Not_significant
MRPS18B,0.14060945575,7.85803020323694,0,1,1,4.99149667941775,1.78459579969586e-06,3.12166052756589e-06,3.90200452645835,Not_significant
SLC1A4,-0.14058652491791,7.71983172243097,0,1,1,-3.74301339338233,0.000266672226464379,0.000392126230919562,-0.897545665231183,Not_significant
NR1D2,-0.140565375119403,6.30379197735821,0,1,1,-4.3725646156027,2.40765287800481e-05,3.8550438042405e-05,1.3932194172283,Not_significant
ITCH,0.140492411639304,7.01625183000124,0,1,1,6.14925043749634,7.96881756686384e-09,1.67084769369835e-08,9.17704305024036,Not_significant
DCHS2,-0.140485731223881,7.30649269217164,0,1,1,-8.3794115846364,5.57946455366009e-14,1.76842248679437e-13,20.8775395608198,Not_significant
CRAT,-0.14047300769403,8.03822518075373,0,1,1,-5.72541050426931,6.2238464762589e-08,1.2126621507314e-07,7.16656586614915,Not_significant
RPLP0,0.14046527141791,12.9191050572537,0,1,1,7.00575942128558,1.00303781900112e-10,2.43179606912402e-10,13.4755075351151,Not_significant
SSUH2,-0.140453596462687,7.31517318469403,0,1,1,-4.05892451577552,8.23994980521795e-05,0.000126500480084729,0.217024429871156,Not_significant
WNT11,-0.140450260246269,7.2674188731903,0,1,1,-4.17181511507586,5.32986121181689e-05,8.29522087445537e-05,0.632618248376724,Not_significant
LAMA1,-0.140434668514925,5.74946670157836,0,1,1,-6.60104467777972,8.20182389621408e-10,1.85209352649361e-09,11.4082223557045,Not_significant
HNRNPL,0.140380111716418,8.86534398055224,0,1,1,4.6877122408406,6.58153765770855e-06,1.09867412813751e-05,2.64063768955087,Not_significant
RORA,-0.140368463597015,5.78086909952612,0,1,1,-4.43173982157617,1.89590594652193e-05,3.05732769585494e-05,1.62252321220648,Not_significant
SEC24B,0.140350084791045,8.11099341119403,0,1,1,3.81268685064468,0.000206846061221435,0.000307397364044436,-0.657388154936571,Not_significant
BACE2,-0.140320043044776,9.20693287791045,0,1,1,-1.89824273059907,0.059785985796338,0.0718105868536529,-5.81168279663478,Not_significant
GGA3,0.140247132910448,7.64723525133582,0,1,1,7.67138060095568,2.82478143030084e-12,7.76728918733562e-12,16.9965552052844,Not_significant
WISP3,0.140236664753731,5.4264033158694,0,1,1,3.38815813875433,0.000918397806866833,0.00129449156676824,-2.06005962437679,Not_significant
ADAM21,-0.140223305141791,6.6264944315709,0,1,1,-7.97243541746492,5.40062800232797e-13,1.57269963977024e-12,18.6316022825222,Not_significant
CDH8,-0.140213051302239,5.63428097188246,0,1,1,-8.94709480832286,2.22847575424828e-15,7.98926244213518e-15,24.0680895829192,Not_significant
TRIM62,-0.140189260958955,7.27503179894216,0,1,1,-7.44948277785954,9.41981533820407e-12,2.47275626718593e-11,15.807493846342,Not_significant
C16orf95,-0.140187731742537,6.6283817141847,0,1,1,-7.3615351798769,1.51251145899706e-11,3.9095426657024e-11,15.340271593432,Not_significant
KRT37,-0.140175603104478,6.2894808056791,0,1,1,-7.63768810383964,3.39451298115618e-12,9.27067354200646e-12,16.815096931592,Not_significant
STX5,-0.140163939768657,7.40841954414552,0,1,1,-6.9622149149494,1.26089530651274e-10,3.02577362865456e-10,13.2502093422435,Not_significant
ABHD4,-0.140128274820896,9.01655840398507,0,1,1,-7.22572723200584,3.12846875523212e-11,7.86855181577648e-11,14.6235432542087,Not_significant
MEFV,-0.140074815955224,5.47349791823881,0,1,1,-7.86646699698868,9.69333913544849e-13,2.76850983451239e-12,18.053357950344,Not_significant
CALML5,-0.139965599947761,5.57147733779478,0,1,1,-3.55285344758266,0.000523313489494422,0.000752071676872043,-1.53284865636405,Not_significant
UPK1A,-0.139946221559702,6.44720589356343,0,1,1,-4.64342704693424,7.92560547320162e-06,1.31218095013731e-05,2.46150158508331,Not_significant
PRKG1,-0.139921074869403,5.59685647247575,0,1,1,-7.95745617592893,5.8670976134922e-13,1.70502144490909e-12,18.5496908565437,Not_significant
TPT1P8,-0.139884681059701,5.5966511731194,0,1,1,-8.22231750156637,1.34577105705476e-13,4.12423135612467e-13,20.0060843421797,Not_significant
PPP1CA,0.139874990589552,9.1931190356903,0,1,1,3.55179394016975,0.000524758070716533,0.00075395583875341,-1.53564050991723,Not_significant
ALG6,0.139824064858209,8.31223253346642,0,1,1,3.72484792980847,0.00028447249921154,0.000417539372705475,-0.958767260286258,Not_significant
SLC39A8,0.139816715716418,5.88586435323694,0,1,1,3.89715571909383,0.000151505497259487,0.000227520156988216,-0.362229038302458,Not_significant
MEF2A,0.139784143860697,6.68283643250498,0,1,1,4.92059225739772,2.43136569898007e-06,4.20867762700521e-06,3.60261054558369,Not_significant
PNPLA2,-0.139742466708955,9.75647817318657,0,1,1,-5.68184001809423,7.65286126499757e-08,1.4815218011747e-07,6.96479796933014,Not_significant
IQSEC2,-0.139738206052239,7.01088719537687,0,1,1,-5.95790837371982,2.03543383429224e-08,4.1238167008723e-08,8.25894168445324,Not_significant
SULT2B1,-0.139734770865672,6.69723715667164,0,1,1,-4.01377424288642,9.78500245481803e-05,0.00014912555023247,0.0533705621709579,Not_significant
RUNX1T1,0.139723908505597,6.18408068728638,0,1,1,3.15667977393272,0.00196194022036787,0.00269769766329166,-2.7660144271324,Not_significant
CHD2,-0.139707602425373,7.11181177333209,0,1,1,-8.76425636868609,6.32571618054341e-15,2.18192769782763e-14,23.0339440229788,Not_significant
EHF,0.139706689141791,5.49327369839179,0,1,1,1.52077732671291,0.130640576334225,0.151113799912158,-6.44626275073407,Not_significant
PPP1CB,-0.139685081972637,7.73728956282463,0,1,1,-3.71777787934339,0.000292039818449821,0.000428201203551523,-0.983395231621021,Not_significant
RUNX1-IT1,0.139630932679104,7.28304672442164,0,1,1,3.53953658258121,0.000547584410741985,0.000786251843675681,-1.57563871670904,Not_significant
PCDH7,-0.139586916154851,5.8509248081875,0,1,1,-5.40715990436815,2.75811447759807e-07,5.13559551451196e-07,5.71518323475549,Not_significant
TNS3,0.139568615201493,9.95243981285448,0,1,1,3.0877902430929,0.00244078268185205,0.00333298172021223,-2.96781885803427,Not_significant
SNRNP27,0.139511996313433,8.19348807375373,0,1,1,7.3218191862262,1.87176028672143e-11,4.79750088922949e-11,15.1300645873348,Not_significant
SLC26A1,-0.139496484791045,5.93237179828358,0,1,1,-7.76342658932143,1.70742106977346e-12,4.77456624823791e-12,17.4938961155872,Not_significant
ANXA9,0.139489908302239,6.11443999884888,0,1,1,4.01008515383911,9.91800731547807e-05,0.000151030281302176,0.0404354177948054,Not_significant
ODF1,-0.139457271261194,6.69069363872761,0,1,1,-6.66903820748683,5.78561990535379e-10,1.3186075800436e-09,11.7512275395847,Not_significant
OAZ1,0.139443644492537,11.0092951699254,0,1,1,5.63448501076971,9.57072497388657e-08,1.84001016564694e-07,6.7465871047315,Not_significant
NDUFB7,-0.139420358175373,5.90498504766978,0,1,1,-7.78639015332512,1.50538148063713e-12,4.22997587977982e-12,17.6183326495183,Not_significant
OR2J3,-0.139411788179104,5.2709033736194,0,1,1,-7.32531927122149,1.83696962445378e-11,4.71260744410644e-11,15.148569793433,Not_significant
CADM1,0.139385353552239,7.3883485384602,0,1,1,2.33520601321909,0.0209906631264634,0.0263884625055273,-4.91212719072122,Not_significant
MC3R,-0.139370643865672,6.00782823172388,0,1,1,-9.86697776208352,1.09270377038659e-17,4.87165561744011e-17,29.3453056375097,Not_significant
ADAM9,0.139364594910448,8.42632846979851,0,1,1,1.93651630309837,0.0548783383401481,0.0662116532986424,-5.73987184876047,Not_significant
ABCC2,-0.139323087992537,6.08379183482463,0,1,1,-3.34839413662359,0.00105024358189588,0.00147370784919858,-2.18505003349488,Not_significant
AMELY,-0.139321227425373,5.69403450195149,0,1,1,-7.81994555539472,1.25204962251892e-12,3.53927318826187e-12,17.8004190899815,Not_significant
GAPVD1,0.139291392047264,7.13134112040672,0,1,1,8.35155824067544,6.52453434624556e-14,2.05470067964727e-13,20.72263393703,Not_significant
LOC101928278,-0.139249684373134,5.87616176996269,0,1,1,-6.5364371780957,1.14086614937762e-09,2.54620581520186e-09,11.0839852332639,Not_significant
ST8SIA2,-0.139248100902985,5.25094380409328,0,1,1,-7.29702679757393,2.13757849652396e-11,5.46022935110724e-11,14.9990962307889,Not_significant
GJC2,-0.139237588070896,7.15002731354291,0,1,1,-8.52254945556875,2.49069475612979e-14,8.12696211527701e-14,21.6761636246608,Not_significant
SRSF7,0.139235933406716,8.52280498239366,0,1,1,4.92143049707207,2.42253202748481e-06,4.19531577770066e-06,3.60613256420156,Not_significant
LYPD3,-0.139160562231343,7.82533644219776,0,1,1,-2.43887297510315,0.0160230085414301,0.0203838949485603,-4.67362454800962,Not_significant
KIR3DS1,-0.139157768880597,5.4634207253806,0,1,1,-7.57910748799186,4.66873054124255e-12,1.25832873513728e-11,16.5003654197704,Not_significant
RHOF,-0.139151475052239,7.66418591893657,0,1,1,-2.86553659608498,0.00482345924774705,0.00643336781443338,-3.59266486132126,Not_significant
PAFAH1B2,-0.139108019768657,6.55753115442164,0,1,1,-6.17121804643928,7.14831661800466e-09,1.50411663065263e-08,9.28350998256505,Not_significant
INPPL1,0.139029131910448,8.39512246972388,0,1,1,5.92071853454137,2.43787502870111e-08,4.9092230205281e-08,8.08246432001488,Not_significant
SIK3,-0.139018624199627,7.40209580452705,0,1,1,-5.73759639362158,5.87332725256663e-08,1.14654251794702e-07,7.22316614997954,Not_significant
SMARCC1,0.138977484671642,7.67364702167537,0,1,1,5.22227589342394,6.3998835969927e-07,1.159722167215e-06,4.89671771459442,Not_significant
CPN2,-0.138884342268657,5.92387962415672,0,1,1,-6.06245970067841,1.22171682921109e-08,2.5172136749281e-08,8.75852682380563,Not_significant
OR10H2,-0.138875731298508,5.34945770237313,0,1,1,-9.49401907133225,9.55231197754996e-17,3.89578400731209e-16,27.1926276548116,Not_significant
TRMT61A,-0.138742258761194,8.0576981083097,0,1,1,-6.87755976244747,1.96364006910965e-10,4.6411442654783e-10,12.8141327594523,Not_significant
NFKBIB,0.138730916171642,7.48552967311567,0,1,1,6.78178753905728,3.23166947074112e-10,7.52634426336965e-10,12.3239289778201,Not_significant
TRMT11,0.138689230074627,6.97141411615672,0,1,1,3.88828982536907,0.00015657361999464,0.000234756491051443,-0.393452947992039,Not_significant
LTB4R,0.138688519757463,6.79290207486381,0,1,1,6.53284604530031,1.16193346828236e-09,2.59117588019604e-09,11.0660117394428,Not_significant
KIF25,-0.138679519791045,6.21806408927239,0,1,1,-9.77067936687554,1.91514498726182e-17,8.36015938969763e-17,28.7880350500476,Not_significant
GPLD1,-0.138596305577612,5.28486961792015,0,1,1,-11.9560778775857,5.01903694772146e-23,4.15542406529461e-22,41.5683903006284,Not_significant
PRKCB,-0.138591507787313,7.0729287884347,0,0.999999999999999,1,-1.43920724499301,0.152392679695267,0.174735560137948,-6.56564366036402,Not_significant
DIP2C,0.138564933559702,8.47824808066418,0,1,1,2.53682156456899,0.0123090880162096,0.0158105699462073,-4.43914779056201,Not_significant
OR52A1,-0.138416500656717,6.16356855172388,0,1,1,-8.6198640617705,1.43622956916516e-14,4.79720216639521e-14,22.221483674297,Not_significant
AVPI1,-0.138394016880597,8.90188308526119,0,1,1,-3.51028378227374,0.000606435456361209,0.000867444662278294,-1.67126892604496,Not_significant
GTF2H3,0.138377727641791,7.94154541553731,0,1,1,5.66262879204252,8.38069502187264e-08,1.61866237184894e-07,6.87613642238078,Not_significant
INSR,-0.138371435798507,7.32797768158209,0,1,1,-5.20945900771217,6.7800002454616e-07,1.22663477686635e-06,4.84067826125057,Not_significant
EXO1,0.138324458738806,6.41307585868284,0,1,1,4.47818157431127,1.56934719660468e-05,2.54672192718158e-05,1.80410065172427,Not_significant
RAD54L,0.138313730238806,7.09819280264179,0,1,1,3.83234430733187,0.000192470996320567,0.00028678914915532,-0.589164153729553,Not_significant
FLJ11710,-0.138298313634328,6.56376913720522,0,1,1,-7.83088670850693,1.17896802169689e-12,3.3410504062793e-12,17.8598553248309,Not_significant
EIF4E,0.138276670738806,6.19754064202861,0,1,1,4.18598322787759,5.04208780966915e-05,7.86685515813674e-05,0.685598427768447,Not_significant
YBX1,0.138231648910447,9.17106932677114,0,1,1,5.01805525550263,1.58826018901704e-06,2.78945914690037e-06,4.01491194391813,Not_significant
MKS1,-0.138141497619403,7.63060113770522,0,1,1,-5.76072429412027,5.26044083765699e-08,1.02939106532075e-07,7.33079154115133,Not_significant
PCBP4,-0.138079664671642,7.75949356608955,0,1,1,-4.13874340522405,6.05987020887013e-05,9.39899935019509e-05,0.510041470433956,Not_significant
HRK,-0.138057470753731,5.50735826642911,0,1,1,-8.56038465828845,2.01118140736627e-14,6.63519475120867e-14,21.887958705717,Not_significant
TNFSF8,-0.138048401529851,7.36974779434702,0,1,1,-6.34973870575417,2.93437662624759e-09,6.36655432088647e-09,10.156548936657,Not_significant
AOC2,-0.138039557813433,5.84474538445149,0,1,1,-7.78399208019702,1.52531993912994e-12,4.28280409562267e-12,17.6053311692919,Not_significant
AMPH,-0.13803929980597,6.64122401937313,0,1,1,-3.56018680098563,0.000510090167517418,0.000733534733448899,-1.50881287199651,Not_significant
LDB3,-0.138029065393657,6.72093158609235,0,1,1,-3.0968988953659,0.00237401675476823,0.00324534211494948,-2.94197015113532,Not_significant
ITPKC,-0.13802371119403,8.19515402510448,0,1,1,-3.96190840544956,0.000119006277383627,0.000180345932701731,-0.132816519039524,Not_significant
LOC79999,-0.138004296440299,6.67676419889925,0,1,1,-7.99539301228747,4.75617058917978e-13,1.39040731202711e-12,18.7572509229446,Not_significant
GADD45GIP1,0.137971274070896,6.38119173016231,0,1,1,6.30887799424138,3.60178715237233e-09,7.75943958636795e-09,9.95551022889851,Not_significant
C19orf66,0.137933748779851,8.41223146961381,0,1,1,5.21433181938374,6.63296234424083e-07,1.20080224035767e-06,4.86197288024624,Not_significant
TOR3A,0.137922911544776,8.51640521357836,0,1,1,4.09034808589404,7.30187613567276e-05,0.000112650392349935,0.33213984833785,Not_significant
RNF39,-0.13792011880597,8.00404097486567,0,1,1,-4.17130126149842,5.33992722925337e-05,8.30974206972004e-05,0.630796986805937,Not_significant
AQP5,-0.137880250813433,6.02494914369776,0,1,1,-2.82208958805311,0.00548551443317301,0.00728113710552689,-3.70986597424008,Not_significant
CTRL,-0.137866399977612,6.19674647253358,0,1,1,-5.40874226880172,2.73811030768128e-07,5.10103244004034e-07,5.72226849330443,Not_significant
ZCCHC6,0.137809897708955,8.54874869463806,0,1,1,3.90226504356611,0.000148656103858918,0.000223478884568525,-0.34420916647923,Not_significant
FOXJ2,-0.137806239231343,8.68146781166791,0,1,1,-4.99031598713655,1.79385054733711e-06,3.13590622772105e-06,3.89699471304067,Not_significant
KHSRP,0.137668788731344,8.46155555594776,0,1,1,7.39555084936864,1.25971255677131e-11,3.27862039723862e-11,15.5206985692153,Not_significant
ZFPL1,-0.137663359338308,6.69535989983333,0,1,1,-7.9855247709179,5.0232622121112e-13,1.46545337539064e-12,18.7032251955877,Not_significant
HAND2,-0.137573393298507,5.43315256633582,0,1,1,-5.16846807372311,8.1492400365214e-07,1.4647360772312e-06,4.66207306860418,Not_significant
EGFR,-0.13756492643408,7.46788311373197,0,1,1,-4.8854011009577,2.83178449492128e-06,4.87713013590758e-06,3.45512790989186,Not_significant
CHMP2A,0.137562032753731,8.98418229960075,0,1,1,3.28577124472911,0.00129092949534777,0.00180136745223802,-2.37754764244721,Not_significant
CENPB,0.137519405507463,6.98851094021642,0,1,1,3.52458539299622,0.000576693523372807,0.000826472076072221,-1.62427155237772,Not_significant
CRHBP,-0.137494102947761,5.87589539735448,0,1,1,-6.37199316817667,2.62373587097493e-09,5.7167372546633e-09,10.266340509775,Not_significant
RXFP3,-0.137461929126866,5.20955537649627,0,1,1,-6.59525891623091,8.44837209989454e-10,1.90472082499719e-09,11.3791186404006,Not_significant
RGL2,-0.137406115634328,9.58415677405597,0,1,1,-4.31975111012565,2.97454945873872e-05,4.7239334086125e-05,1.19053487560767,Not_significant
CNR1,-0.137404725131841,5.93198959425995,0,1,1,-5.47897855854151,1.97961665216543e-07,3.72224622925478e-07,6.03810681738823,Not_significant
CHEK2,0.137376399462687,7.34551534647015,0,1,1,4.99009598203433,1.79558018231341e-06,3.13844404873322e-06,3.89606129670098,Not_significant
IRF2BP1,-0.137330576559702,9.00598650442911,0,1,1,-5.90677378389766,2.60809019838616e-08,5.23891188373798e-08,8.01646067968817,Not_significant
PCYT1A,-0.137245197436567,6.37214996713993,0,1,1,-7.95718832644126,5.87579262493199e-13,1.70710898156308e-12,18.5482266806808,Not_significant
NTNG1,-0.137243537223881,6.74984115523881,0,1,1,-5.84391337141379,3.53168791635085e-08,7.00691349953447e-08,7.72008045208239,Not_significant
AICDA,-0.137225567873134,5.25051837177985,0,1,1,-3.04980950104346,0.0027513818650814,0.00374308582127023,-3.07799035295179,Not_significant
NTN3,-0.137200387514926,5.34137666410821,0,1,1,-8.06097810031631,3.30604037131576e-13,9.81469871537037e-13,19.1169200168911,Not_significant
PDHA2,-0.137196351932836,6.34003444236194,0,1,1,-6.77503506790755,3.34679826449194e-10,7.77203224365771e-10,12.2894950571154,Not_significant
SMG5,0.137166691264926,7.49178777484515,0,1,1,5.53818266945025,1.50319283289024e-07,2.84872573616874e-07,6.30635909333223,Not_significant
POLR2I,0.137163538559702,9.12955798660075,0,1,1,3.67591159872718,0.000338960094170826,0.000494493779029988,-1.12418346355565,Not_significant
MCM9,-0.137160224955224,6.27808499883955,0,1,1,-7.473014799963,8.29568717171782e-12,2.18834840528403e-11,15.932906960741,Not_significant
GABARAPL2,0.137147019604478,10.2846591333694,0,1,1,3.76577455332728,0.000245381923100421,0.000362187695408843,-0.819056075977016,Not_significant
GRM5,-0.13713315780597,5.2963073033694,0,1,1,-8.81984162131966,4.60902601372473e-15,1.6084589237637e-14,23.3477236210683,Not_significant
RNF6,0.137100008425373,5.56370941236692,0,1,1,6.26815687865644,4.4149552490361e-09,9.4392445337684e-09,9.75586854251644,Not_significant
ESRP1,-0.137096462440299,8.57275069367537,0,1,1,-1.99964145543978,0.0475340137429085,0.0576524129737585,-5.61851734317439,Not_significant
UTRN,-0.137089138645522,6.69171183337873,0,1,1,-5.35343465502736,3.52876320958075e-07,6.51468414677054e-07,5.47542118593651,Not_significant
BLMH,0.137046638365672,7.68965552775,0,1,1,4.21030822745795,4.58457301228866e-05,7.17284331224381e-05,0.776510439057045,Not_significant
UBASH3A,-0.137042048283582,5.53844429587313,0,1,1,-4.60927663859216,9.13957576991342e-06,1.50676246962967e-05,2.32420697376934,Not_significant
PILRA,0.136964804052239,5.5445003206903,0,1,1,5.13958072042298,9.27222405216064e-07,1.65918596452306e-06,4.53677639567615,Not_significant
CEP70,-0.136888556022388,7.47823988310821,0,1,1,-4.35141929244406,2.6208951602079e-05,4.17988547440021e-05,1.31184525884839,Not_significant
